Comment,Label,cluster
Dirgahayu NKRI ke 79❤❤❤,,1
Inilah salah satu pejuang bangsa namun lewat musik... Dirgahayu Republik Indonesia ku Indonesia kita ke 79 tahun MERDEKA!!!,,1
"ga pernah mengecewakan!!! luar biasa, hebat❤",,1
DIRGAHAYU REPUBLIK INDONESIA,,1
Dirgahayu Republik Indonesia yg ke 79,,1
"Keren 👍, Dirgahayu RI 79🇮🇩",,1
Indonesia 🎉🎉🎉,,1
"Ini video nya keren banget, merinding lihatnya, lanjutkan karya mu kak Alffy Rev ❤
DIRGAHAYU REPUBLIK INDONESIA ke - 79 🇮🇩",,1
Dirgahayu Indonesiaku,,1
"Karya luar biasa, menggugah semangat anak bangsa untuk kejayaan indonesia",,1
"Luar biasa kak, masyaAllah keren sekali ❤🎉😭",,1
"Nusantara baru, Indonesia maju",,1
Luar biasa tapi akan lebih luar biasa jika CGI nya dikurangkan..maaf hanya pendapat pribadi..,,1
"Dirgahayu Republik Indonesia ke 79 .
Merdeka 💕💪
Salam Nusantara
Indonesia Jaya.
Amazing Videonya 🥰🙏",,1
Dirgahayu Republik Indonesia ke-79.. Karyanya keren sekali,,1
Dirgahayu ripublik Indonesia ke 79 untuk mengenal kejayaan Nusantara ini,,1
Kerennnn.. Dirgahayu Republik Indonesia.. Nusantara 🙌🇮🇩🇮🇩🇮🇩🇮🇩,,1
Luar biasa. ❤❤❤ merinding menontonnya dan terkesima dg karyanya,,1
"selalu menantikan hadiah tahunan maha luar biasa ini sebagai karya ini tidak biasa sih, keereeeen,",,1
Keren 👍👍👍👍👍Dirgahayu Republik Indonesia yg ke 79.,,1
Dirgahayu Republik Indonesia ke 79 tahun. Indonesia baru Indonesia maju🇮🇩,,1
"Wahhh ❤❤😭😭 what a magnificent.. Benar2 karya yg luar biasa ka alffy dan ka linka.. ❤❤ Terima kasih atas kerja keras dan dedikasi tinggi seluruh tim yang berhasil membuat karya luar biasa inii.. We love u guys, stay and always learn and make a wonderful work..",,1
"Dirgahayu Republik Indonesia, merdeka",,1
"kereenn bangettt karya yg selalu di nanti setiap tahun, dirgahayu indonesiaku yg 79🥰",,1
"Nangis terharu keren banget😢... 
Dirgahayu Indonesia🇮🇩 ke 79🫶",,1
Dirgahayu RI ke-79. Terima kasih Mas Alffy dan kawan-kawan. Hadiah terindah untuk Nusantara .,,1
"Merinding menontonya, Dirgahayu kemerdekaan Indonesia 🇮🇩ke 79.
Salam dari Sebrang 🇦🇺",,1
Luar biasa,,1
"Dirgahayu indonesiaku❤✊🏻
terharu banget pas nonton masterpiece ini, ada rasa bangga menjadi bagian dari negeri yg hebat ini🫡
untuk tim dewa atlantis, alffy rev dan tim lainnya kalian luar biasa🙌🏻✨️",,1
"Yang ditunggu2 sudah hadir..keren Alfi Rev.❤❤❤..Selamat hari merdeka yg ke 79 tahun Indonesia...semoga seluruh rakyat Indonesia bahagia, makmur, sejahtera..Aamiin...",,1
"Luar biasa,semangat terus Indonesia",,1
Dirgahayu Indonesia ku yang ke 79 amin,,1
DIRGAHAYU REPUBLIK INDONESIA YANG KE 79❤❤,,1
Merinding. Karya yg luar biasa,,1
Nusantara baru indonesia maju,,1
"Luar biasa
Dirgahayu republik indonesia ke 79
Nusantara baru
Indonesia maju
Merdekaaaaaaaa",,1
"Kerennn bangettt.... Menyala ""Nusantara""...
Dirgahayu RI ke 79...
Tetap berkobar Garudaku di bumi ini❤❤❤",,1
ini si harus dapat penghargaan tiap tahunnya .. karna sungguh karya luar biasa.,,1
GG..SANGAT LUAR BIASA,,1
"Dirgahayu Indonesiaku ke 79,jayalah negeriku Indonesia Dimata dunia❤❤❤😂😂",,1
Indonesia,,1
😭😭😭 DIRGAHAYU INDONESIA KU 🇮🇩🇮🇩,,1
"so proudd bisa ikut berpartisipasi di mv ini sungguh pengalaman yang luar biasa💖💖, DIRGAHAYU NEGERI KU TERCINTA KE-79, INDONESIAKU💐✨",,1
"Dirgahayu indonesia
Trimakasih Alffy Rev dan Team luar biasa ❣😻",,1
INDONESIA,,1
"Nonton 2X
2X pula netes airmata..
Dirgahayu Republik Indonesia yg ke 79..
MMMEEERRRRDDDEEEKKKKAAAAA",,1
DIRGAHAYU REPUBLIK INDONESIA YANG KE 79 Alffy Rev showing the world how beautiful Indonesia and it's people are!,,1
Mahakarya yang luar biasa ka ❤,,1
kereeeeeeeeeen.... luar biasa pake bangeet...,,1
"Dirgahayu Indonesiaku 🇮🇩
Karya yg tak pernah mengecewakan ini karya yg sangat keren banget , terimakasih dan sukses selalu alffy rev ❤🇮🇩",,1
keereeeeennnnnnnn dirgahayu indonesia ku,,1
Kereeeeennn Dirgahayu Republik Indonesia Yang ke 79 Negri q,,1
Dirgahayu Republik Indonesia...keren sekali,,1
Luar Bisa Indah Hadiah Spesial di HUT RI KE-79  🔥🔥🔥,,1
salah satu yang selalu ditunggu tiap 17an adalah karya dari Alfy. 🔥🔥🔥 Dirgahayu Indonesia.,,1
kerennnn.... luar biasa..... bikin merinding dan haru.....Bangga jadi INDONESIA,,1
Dirgahayu Indonesia ku,,1
Luar biasa !!! SALAH SATU KARYA TERBAIK ANAK NEGERI,,1
gw sampe nangis ngeliatnya.. sumpah keren banget ni karya anak bangsa.. Dirgahayu Indonesiaku ke -79...... Nusantara Baru Indonesia Maju ❤❤❤,,1
"Terimakasih...
Karya yang luar biasa.
Nusantara baru, Indonesia maju",,1
"Masyallah tabarakallah 
Jeniusnya  putra putri indonesia MAHAKARYANYA buat INDONESIA  MENDUNIA. ,,, MASTERPIECE  spektakuler ini gratis  dinikmati,,,,tunjukanlah pd dunia BUKTI  BAKTI  tuk ibu PERTIWI NKRI itu,,,,  INDONESIA  nusantara ajaib.....Indonesia  bersatulah. Dirgahayu Indonesia 79",,1
Luar biasa,,1
"Thank you, untuk persembahan Karya yang luar Biasa.. 🎉🎉",,1
Nusantara Baru Indonesia Maju .. Dirgahayu negeriku,,1
Dirgahayu 79 Indonesia ku🇮🇩🇮🇩,,1
luar biasa,,1
"Dirgahayu RI ke -79, takjub banget melihat keidahan dan karya yang luar biasa ini, happy independent day",,1
"Selalu menangis haru melihat karya2 masterpiece ms Alfy, mb Linka & Team. Kebayang prosesnya pasti luarr biasa... 

SEMAKIN BANGGA JADI WARGA NEGARA INDONESIA.

""Nusantara Baru Indonesia Maju""

Dirgahayu Negeriku Tercinta, INDONESIA 🇮🇩♥️🇮🇩",,1
"Kak alfy rev emang luar biasa dan semua karyanya juga luar biasa, 
Kami apresiasi karya anak bangsa ini Terima kasih buat semua yang telah berperan dalam karya ini ❤",,1
"Kak alffy dan team terima kasih banyak selalu bisa menghasilkan karya yg luar biasa, yang bisa membanggakan Indonesia dengan karya original kakak sendiri. Pasti ga mudah tapi kalian bisa merealisasikam",,1
DIRGAHAYU REPUBLIK INDONESIA... KEREEENNN 🎉🎉,,1
"Merinding

Karya yang luar biasa 🔥 selalu!
Membanggakan Indonesia 🇮🇩 Nusantara",,1
Dirgahayu Republik Indonesia love love loveeeeee😊😊😊🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,,1
"Kita adalah bangsa besar yang di kerdilkan !!! Luar biasa karyanya kak ,semoga memantik semangat anak bangsa untuk lebih bangga jadi bagian NUSANTARA dan INDONESIA",,1
dirgahayu indonesiaa🎉,,1
"Alfatihah buat pahlawan yang gugur 🤲 
Dirgahayu Republik Indonesia ke 79 ❤",,1
Kereeeennn... Dirgahayu Indonesia... tanah airku..,,1
"Karya luar biasa. Once, novia, dan sudjiwo tejo membuat karya alffy makin hidup. Dirgahayu Republik Indonesia.",,1
Terima Kasih selalu konsisten menghadirkan karya yg luar biasa tiap hari kemerdekaan ❤ selalu menantikan,,1
"12 menit yang penuh kebanggaan dan optimisme akan bangsa yang besar. Semoga viewer dan yang komen disini merasakan hal yang sama. Dirgahayu Indonesia, dirgahayu untuk kita semua.",,1
Dirgahayu 🇮🇩,,1
"LUAR BIASA
NUSANTARA",,1
"DIRGAHAYU REPUBLIK INDONESIA KE 79 TH , SEMOGA INDONESIA SEMAKIN MAJU DALAM MENGGAPAI INDONESIA EMAS TH 2045 , MERDEKA !!!!",,1
Terimakasih untuk selalu hadir dalam karya yang luar biasa membangkitkan semangat nasionalisme kami,,1
"Masya Allah tabbarokalloh ❤️
Luar biasa karya anak bangsa ...❤🇮🇩",,1
"Dirgahayu republik indonesia🇮🇩🇲🇨...videonya sangat bagus
Tetap semangat buat creator",,1
"Yg ku tunggu2 😊❤❤❤❤❤
DIRGAHAYU INDONESIA 🇮🇩🇮🇩🇮🇩🇮🇩",,1
Dirgahayu Republik Indonesia 79,,1
Terimakasih atas karya yg luar biasa ini ❤,,1
❤indonesia 79😅,,1
Dirgahayu Republik Indonesia 🇮🇩🇮🇩,,1
"KARYA ANAK BANGSA 100% MANTAP,

TERIMAKASIH SENIMAN BAKATMU LUAR BIASA",,1
"Dirgahayu Republik Indonesia ✨
Bangga Menjadi Warga Negara Indonesia ❤💪",,1
Merdeka Indonesia dirgahayu Indonesiaku. Kereen vidionya❤,,1
Jaya Indonesia Ku 🇮🇩🔥,,1
Keren banget bikin terharu❤ dirgahayu Indonesia🇮🇩🇮🇩,,1
Dirgahayu Republik Indonesia yg ke 79❤❤❤,,1
"Bangga menjadi bangsa Indonesia
Dirgahayu RI ke 79",,1
"Terima Kasih
Dirgahayu Kemerdekaan RI",,1
Dirgahayu negeriku yg ke 79..,,1
Dirgahayu Republik Indonesiaku tercinta❤❤❤🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,,1
Dirgahayu Republik Indonesia ke-79,,1
"""DIRGAHAYU NEGERIKU INDONESIA yg ke-79""🇮🇩🇮🇩🇮🇩💪",,1
"Gila! Gila! Gilaaaaaaaaaaaa!
Colabnya gak nanggung²..
Dahlah....kalo boleh pinjem, tolong dong jempol seluruh rakyat Indonesia 😂...
DIRGAHAYU REPUBLIK INDONESIA KE-79 
MERDEKA!",,1
dirgahayu Republik Indonesia 79 ❤,,1
Dirgahayu Indonesia ku,,1
"Kerennn, dirgahayu republik Indonesia✧･ﾟ: ✧･ﾟ:",,1
DIRGAHAYU REPUBLIK INDONESIA 79,,1
Merdekaa... Karya anak bangsa yang sangat luar biasa.... ❤❤❤❤,,1
"DIRGAHAYU REPUBLIK INDONESIAKU KE 79 🇮🇩
Kereeennnn👍🏼",,1
Slamat datang di tanah tercinta... selamat datang di agungnya Nirmala Nusantara... terima kasih utk karya yg luar biasa...  Dirgahayu Nusantara tercintaa ❤ gbu,,1
Dirgahayu Indonesia kuu  berpikir Indonesia maju menuju Indonesia Emas ke-2045🇵🇱🇵🇱,,1
"Selalu merinding dengan karya-kafya bang Alffy Rev

DIRGAHAYU REPUBLIK INDONESI 79",,1
Emang boleh sekeren ini....lain emang deh klo suhu.... merinding from beginning till end....❤😍👏🎉 Dirgahayu Republik Indonesia ke-79 🇮🇩,,1
Selalu ku tunggu karyanya. Dirgahayu Indonesiaku.,,1
"Dirgahayu Republik Indonesia ke 79 th
Bangga dapet nonton mahakarya.
Tetep roh nya ada di prince of Wonderland indonesia novia bachmid.",,1
"Dirgahayu RI ke 79🇮🇩
🔥🔥🔥",,1
Merinding liatnya 🔥🔥 Dirgahayu Republik Indonesia ke-79🙌🙌🙌🔥,,1
"Luar biasa karyanya, sukses selalu bang✨ Happy independence day 🇮🇩",,1
dirgahayu RI ke 79 ❤,,1
"DIRGAHAYU REPUBLIK INDONESIA, videonya KEREN sekali.....",,1
Dirgahayu Republik Indonesia ❤🎉🎉🎉,,1
Yuk trending kan karya luar biasa ini,,1
DIRGAHAYU RI KE 79  ❤🇮🇩,,1
Selamat Hari jadi ke 79 Indonesiaku 🎉❤,,1
Dirgahayu Republik Indonesia yang ke-79 🇮🇩🇮🇩,,1
"Indah! Sangat Indah! Terima kasih Alffy Rev. Sekali lagi telah membuat karya luar biasa dan membanggakan bangsa Indonesia.

Dirgahayu Negara Kesatuan Republik Indonesia yang ke 79.",,1
Dirgahayu NKRI. Terima kasih atas karyanya yg luar biasa ini.,,1
"Dirgahayu Indonesia, teruslah melegenda",,1
❤❤❤❤❤kereeeeeennnnnn🎉🎉🎉🎉🎉DIRGAHAYU INDONESIAKU,,1
nusantara baru indonesia maju,,1
DIRGAHAYU REPUBLIK INDONESIA🇮🇩,,1
Dirgahayu Republik Indonesia ku Ke 79 🇲🇨,,1
Dirgahayu Negara Kesatuan Republik Indonesia ke-79..Jaya terus Indonesia kami..Masya Allah keren banget Mas Alffy dkk,,1
DIRGAHAYU INDONESIA KE 79 BANGGA PUNYA ANAK MUDA YANG BANGGA ATAS BANGSANYA SENDIRI 🇮🇩😢😢,,1
"Dirgahayu Republik Indonesia.jayalah selalu, BHINEKA TUNGGAL IKA, NKRI HARGA MATI.....",,1
merinding 🥹🥹🥹.. Dirgahayu Indonesia ku❤❤❤,,1
Luar biasa 🔥🔥🔥 dirgahayu yg ke 79 INDONESIA KU 🇮🇩🇮🇩,,1
"Dirgahayu  Nusantara ku ❤🤍79 thn Republik Indonesia✊
💚🌿🍃💚
❤Alfie Rev",,1
"Menyalaaaaaaa indonesiaku!! Garuda di dadaku!!!!! 

❤ salut!!! Makasih untuk Karya yg luar biasa!!!!",,1
beneran luar biasa.... ❤,,1
"Luar Biasa keren, Dirgahayu IndonesiaKU, NKRI HARGA MATI",,1
MV nya sprt movie² luar negri...lupa MV ini video musik...karya yg luar biasa👍👍,,1
Dirgahayu Indonesia ku yang ke 79 🇮🇩,,1
"Dirgahayu Negeriku Republik Indonesia Ke 79.
Berkarya terus Generasi-mu,
Keren, luar biasa karyanya Alffy Rev",,1
Dirgahayu Republik Indonesia ke79th❤,,1
❤ #NUSANTARA #IS #INDONESIA ❤,,1
Dirgahayu Indonesiaku 79th❤,,1
Sungguh luar biasa❤❤❤,,1
❤ #DIRGAHAYU #INDONESIA ❤,,1
MasyaAllah kereeennnn...... DIRGAHAYU INDONESIAKU..,,1
"DIRGAHAYU REPUBLIK INDONESIA YANG KE 79🇮🇩
SEKALI MERDEKA TETAP MERDEKA 😊🇮🇩",,1
Indonesia Bangga,,1
"MERDEKA' tetap lah menjadi Bangsa yang kuat agar tidak mudah di pecah belah 

DIRGAHAYU REPUBLIK INDONESIA KE 79 🇮🇩",,1
"WAJIB Trending 🔥🔥🔥, DIRGAHAYU INDONESIA KU",,1
"Karya Alffy Rev ga pernah gagal buat ku merinding, dan ga pernah gagal buat gw untuk mencintai Indonesia ❤
Terimakasih banyak Alffy Rev & Team sudah menyajikan karya terhebat yg belum pernah ku lihat sebelumnya 🙏
Dirgahayu Indonesiaku yg ke 79 ❤️",,1
Indonesia !!!,,1
dirgahayu republik indonesia ke 79,,1
Medan hadirrrr. Dirgahayu Indonesia ku yg k 79. Merdekaaaaaa,,1
DIRGAHAYU 79 🇮🇩🇮🇩🇮🇩,,1
Indonesia 🎉🎉❤❤,,1
CIPTA KARYA YG LUAR BIASA. APRESIASI YG SEDALAM-DALAM NYA BUAT ALFFY DAN TIM👏👏,,1
Dirgahayu ke-79 Republik Indonesia 👍,,1
Spektakuler karya yang keren luar biasa... Dirgahayu negeriku Indonesia,,1
"Karya yg luar biasa ,dr tahun ke tahun ,sukses bro alfy",,1
"Luar biasa... Majulah Indonesia ku...
Thanks alfi dan penyanyi lainnya.",,1
"The Best, sebuah karya yg indah dan membanggakan. Dirgahayu negeriku Republik Indonesia ke 79",,1
"DIRGAHAYU REPUBLIK INDONESIA,,  NUSANTARA BARU UNTUK INDONESIA MAJU",,1
Ini sungguh karya yang sangat luar biasa,,1
DIRGAHAYU REPUBLIK INDONESIA 79 TAHUN INDONESIA MERDEKA,,1
"Dirgahayu indonesia ku 🇮🇩
❤🤍",,1
Karya yang sangat luar biasaa,,1
Dirgahayu Republik Indonesia ❤,,1
DIRGAHAYU REPUBLIK INDONESIA YANG KE 79,,1
Dirgahayu Republik Indonesia Yang Ke 79 Walau Berbeda Tetap Satu Jua,,1
Dirgahayu republik indonesia ke 79 🎉🎉🎉,,1
Merdeka Indonesia ku,,1
Karya yang sangat luar biasa,,1
Keren luar biasa alvy karyanya ❤❤❤,,1
dirgahayu Negeriku,,1
Sebuah karya yang begitu luar biasa . Bangga 👏,,1
"Selalu membawa kesan dalam setiap karya.
Terimakasih untuk setiap persembahan yang luar biasa.
Selamat dan sukses untuk Alffy Rev dan Team. 🔥🔥",,1
"Baru 5 Jam Lalu😁.
Dirgahayu Indonesiaku ke 79Thn🎉 Jayalah Negeriku❤",,1
DIRGAHAYU REPUBLIK INDONESIA YANG KE-79 TAHUN. TERIMA KASIJ BANYAK UNTUK SELURUH TIM ATAS PERSEMBAHAN YANG SANGAT MEGAH INIIII!!! JAYALAH INDONESIA KU!,,1
"Selamat atas karya terbarunya, sangat bagus.
Dirgahayu Republik Indonesia 🇮🇩",,1
"Terimakasih Alffy udah membuatku merinding seriap tahun dengan maha karyamu dan team. Indonesia sangat bangga memilikimu. 
DIRGAHAYU REPUBLIK INDONESIA 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",,1
"Aku yakin semua orang akan terhipnotis dg mahakarya indah ini. Keren sekali, bisa-bisanya ada orang dg ide seluar biasa ini. Salut jg ka, selalu mencantumkan semuuua pihak yg terlibat sebagai bentuk apresiasi dan rasa terima kasih. Pasti mereka jg bangga bisa berkontribusi dalam project besar ini. Ka Alffy dan tim, kalian luar biasa!! Sehat-sehat semuanya♡

Dirgahayu Indonesia yg ke 79!!",,1
"DIRGAHAYU REPUBLIK INDONESIA 79!! 🇲🇨🇲🇨🇲🇨
HAPPY INDEPENDENCE DAY INDONESIA 79!❤❤🇲🇨🇲🇨🇲🇨
FREEDOM! MERDEKA!🔥🇲🇨",,1
I ❤ Indonesia (NUSANTARA). Dirgahayu Republik Indonesia 🇮🇩,,1
"DIRGAHAYU KE-79 REPUBLIK INDONESIA 🇲🇨 ❤
I always truly LOVE Indonesia so much ❤❤❤❤❤❤❤",,1
"LUAR BIASA SIAPA YANG NONTIN SAMBIL MENETESKAN AIR MATA KEBANGGAAN SEBAGAI WARGA NUSANTARA,INDONESIA MERDEKA.",,1
"Dirgahayu RI ke 79.

Terima kasih kak Alffy dan kak Linka beserta seluruh tim yang telah memberikan karya yang sangat luar biasa untuk NKRI",,1
Maha karya luar biasa 🖤,,1
Dirgahayu Indonesiaku ke 79 thn.tolong perbesar tulisannya.,,1
NUSANTARA ADALAH BANGSA YANG BESAR ... BRAVO BANG ALVI REF DAN REKAN2 TERIMA KASIH TELAH MEMPERSEMBAHKAN KARYA YANG SANGAT LUAR BIASA ...,,1
"Sukses selalu alffy rev, karya yg luar biasa... 🔥",,1
"Wajib trending ❤ 
Dirgahayu Republik Indonesia 🇮🇩🇮🇩",,1
Wow this is Amazing!!!!👏👏👏 Dirgahayu Republik Indonesia ke 79! 🎉🫡,,1
Video Ini salah satu kado indah untuk ulang tahun NKRI.. Dirgahayu Republik Indonesia ke 79 🇮🇩.. Damai dan Sejahtera selama nya 🙏🏽,,1
Dirgahayu ke 79 Republik Indonesia saat ini Nusantara tinggal menunggu datangnya Tribuana tunggaldewi👍,,1
Karya luar biasa,,1
Mantap sangat luar biasa buat video 😢❤,,1
"Dirgahayu republik indonesia ke 79..
Lebih suka suara novia yang nyanyi. "" Komentar jujur "" 🙏",,1
"Dirgahayu republik Indonesia yang ke 79, Indonesia jaya Indonesia makmur",,1
"Masyallah keren sekali
DIRGAHAYU KE 79 REPUBLIK INDONESIA ❤❤",,1
Dirgahayu Negeriku ❤❤❤❤,,1
"ini dia yang ditunggu-tunggu setiap agustusan, kaya luar biasa yang selalu memukau, terima kasih untuk karya yang luar biasa ini 🙏🏻",,1
"Dirgahayu Indonesia, dipersembahkan dengan masterpiece",,1
Ya Allah Karya Ini sangat luar biasa 🎉😢,,1
DIRGAHAYU INDONESIA KUUU ❤🎉,,1
"Dirgahayu Indonesia, terimakasih garuda telah merawat nusantara.",,1
Dirgahayu republik indonesia ke 79 🇲🇨🇲🇨,,1
"ini yg saya tunggu² ..
  DIRGAHAYU INDONESIA YG KE 79",,1
Dirgahayu Indonesia 🇮🇩,,1
DIRGAHAYU INDONESIAKU 🇮🇩,,1
"Keren banget karya kak alvy 

DIRGAHAYU REPUBLIK INDONESIA KE 79",,1
Dirgahayu Republik Indonesia yang ke-79 tahun.. Terbaik untuk indonesia,,1
"Dirgahayu 79th Indonesia merdeka..
Indonesia. Merdeka Indonesia Emas 17 Agustus 2024 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",,1
"Mas Alffy Pahlawan Indonesia 🇮🇩
Terima kasih mas alfy Rev dan kru  semuanya karya karyamu sangat luar biasa 🙏
Ayo bersatu rakyat Indonesia 💪🇮🇩",,1
"KERRREEENNNN....
DAN SELALU KERRRREEENNN...
Terimakasih Alffy Ref dan seluruh tim...


DIRGAHAYU REPUBLIK INDONESIA
MERDEKA",,1
"bagus banget,dirgahayu indonesiaku",,1
"Terimakasih Bang Alfy & Team
Sampe merinding nontonnya
Dirgahayu Republik Indonesia yang Ke-79
Kepakan sayapmu Garudaku buktikan pada dunia kita adalah Bangsa Besar dengan Kebinekaan & Sopan santun",,1
"Kereeeeen bangeeettt ,,,top dirgahayu indonesia ku ke 79",,1
Dirgahayu Indonesia ke 79.. Matur nuwun sanget Mas Affly dan Tim..,,1
"Sekeren itu karya Alffy rev dkk terimakasih selalu memberikan krya yang terbaik. 
Dirgahayu Indonesia🎉🎉❤",,1
Dirgahayu Indonesia Ku yg ke 79.semoga kita selalu menjaga alam Nusantara & semakin erat Binika Tunggal ika,,1
🦅🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩79,,1
DIRGAHAYU REPUBLIK INDONESIA KE 79,,1
Luar biasa,,1
DIRGAHAYU INDONESIA KU🇲🇨🇲🇨🇲🇨,,1
"dirgahayu Indonesia ku, this is nusantara, this is Indonesia, kita garuda🔥🔥🔥",,1
"Luar biasa kereeeeen
DIRGAHAYU REMPUBLIK INDONESIA KE 79
NUSANTARA BARU INDONESIA MAJU 
MERDEKAAAAAAA ........................",,1
"Merdekaaa
DIRGAHAYU REPUBLIK INDONESIA YG KE 79🇮🇩🇮🇩🇮🇩",,1
"Terima kasih Anak Bangsa,, KARYA YANG SANGAT INDAH DAN HEBAT,,, BANGGA, BANGGA DAN BANGGA,,, Semoga Indonesia punya lbh banyak karya yang BERBUDIDAYA, seperti ini dan bahkan lebih untuk kedepannya,, 


Matur suwon dr ku suku Jawa untuk sang pembuat karya ❤ dan salam juga untuk semua suku yang ada di Indonesia,, bersatulah Indonesia ku, hormati leluhur dan pahlwanmu,, cermati dan didikmasa depanmu,, 

Selalu damai INDONESIA ku,, Aamiin,, 
79 thn MERDEKA Indonesia ku❤",,1
Dirgahayu Republik Indonesia ku tercinta ❤,,1
"Semua bangsa harus lihat dan menonton video ini. Terutama saat mereka bisa melihat keagungan dan kearifan budaya Indonesia yang bisa membaur dengan baik dalam budaya modern tanpa menghilangkan rasa dan keautentikannya.

Terimakasih sudah memberikan hasil terbaik dari karya-karyamu kak Alffy dan juga teman-teman, para anak bangsa yang sangat kreatif!

Dirgahayu Republik Republik Indonesia!🇮🇩❤🤍
Nusantara Baru!
Indonesia MAJU!🇮🇩🇮🇩🇮🇩",,1
Dirgahayu Republik Indonesia❤❤❤ 🇮🇩❤❤❤,,1
Luar biasaaa,,1
Dirgahayu Republik Indonesia,,1
"Dirgahayu RI ke 79..
Gak pernah gagal dari dulu abang ini kalo bikin karya video, sukses terus 🇮🇩",,1
"siapa yang nangis🥺❤,Dirgahayu Indonesia kuu",,1
DIRGAHAYU NUSANTARA,,1
Dirgahayu Negaraku Tercinta Republik Indonesia <3,,1
Dirgahayu Indonesia..,,1
Dirgahayu Republik Indonesia 🇮🇩Terimakasih buat hadiah terindah lewat karya yg luar biasa…bangAlffy dan team.🙏🏻,,1
DIRGAHAYU INDONESIAKU YANG KE 79!!,,1
Dirgahayu RI ke 79.. awal buka peradapan baru.. Nusantara baru.. Indonesia maju... merdeka,,1
"KARYA YANG INDAH DAN BERJUTA ARTI..

DIRGAHAYU KE-79 REPUBLIK INDONESIA NUSANTARA..

MERDEKA.. 💪🏻🇮🇩",,1
Dirgahayu Republik Indonesia,,1
"Bangga akan karya anak bangsa, Dirgahayu Republik Indonesia yang ke-79 tahun 🇮🇩❤",,1
Mahakarya luar biasa,,1
"KEREN..LUAR BIASA❤Dirgahayu Indonesia 79th🇲🇨
MERDEKAAAAA🔥🔥🔥",,1
luar biasa Krenn,,1
"Dirgahayu Republik Indonesia yg ke 79 
Jayalah negeriku ❤🇮🇩🇮🇩🇮🇩❤",,1
"Ini mah Box Office. Super keren dan membanggakan.
Dirgahayu ke-79 Republik Indonesia.
Nusantara Baru, Indonesia Maju.",,1
"Dirgahayu Indonesia 🇮🇩ku,,,,",,1
Dirgahayu RI,,1
"Selalu Kereeen Mas Alffy Rev. Bangga.....sekali. Dirgahayu Negri ku ""INDONESIA""",,1
"Selamat hari kemerdekaan untuk bangsaku indonesia yang ke 79 semoga makin jaya selalu, aku bangga sekali jadi bagian indonesia, dan satu lagi kenapa aku selalu takjub dengan karya-karya mu alffy rev yang selalu menjunjung tinggi nama indonesia  🇮🇩  sukses selalu alffy rev dan timnya 👏🔥🔥🔥",,1
Dirgahayu republik indonesia ke 79..merdeka!!!,,1
"Karya is the best dari Alffy Rev yang kesekian kalinya.
Dirgahayu Republik Indonesia ke-79th. Semoga Indonesia tidak terkoyakkan ❤",,1
Keren banget ....dirgahayu indonesia ke 79 ..Nusantara baru indonesia maju...aminn..,,1
👍👍👍Merdekaaa... Dirgahayu Indonesia ku yg ke 79,,1
"Terbanglah TINGGI GARUDAKU
Bawalah CITA-CITA BERSAMAMU
Genggam ERATLAH HARAPANMU
Kobarkanlah SEMANGAT SELALU DI DADAMU
Dirgahayu Negeri ku..
DIRGAHAYU REPUBLIK INDONESIA 79 🇮🇩🌹",,1
Karya yang sangat luar biasa🇮🇩🔥,,1
dirgahayu,,1
"Dirgahayu Negeriku,, 🇮🇩Republik Indonesia🇮🇩",,1
Karya yang Sangat Luar Biasa keren🔥,,1
Indonesia NUSANTARA,,1
ternyata maknanya lebih dari luar biasa🙏🏻🙏🏻🙏🏻,,1
"Trimakasih, penjelasannya luar biasa👍🏻",,1
Luar biasa 🎉,,1
Terimakasih banyak penjelasannya...luar biasa 🙏👍👍,,1
Luar biasa.. Terima kasih banyak atas ilmunya,,1
"dirgahayu Republik Indonesia
bangga dengan karya anak Indonesia",,1
luar biasaa 🔥🔥🔥,,1
"Kelas, Dirgahayu Negeri Kita Tecinta Indonesia.",,1
Dirgahayu Indonesiaku🇮🇩🇮🇩🇮🇩🇮🇩🔥,,1
Gagahnya pose Garuda di scene terakhir harusnya berada di Ibu Kota Nusantara. Dirgahayu Republik Indonesia ke 79. Biarlah generasi sekarang menjadi The Guardian of Nusantara kedepan.,,1
Happy Independen Day Indonesia ke 79th 🇮🇩🇮🇩🇮🇩 Dirgahayu,,1
Luar biasa 🔥🔥🔥,,1
DIRGAHAYU REPUBLIK INDONESIA YANG KE 79 🇮🇩,,1
"KARYA yang selalu di tunggu2 ❤ bangga jadi anak bangsa, Dirgahayu INDONESIA KU 🇲🇨🔥",,1
"Dirgahayu republik indonesia 79th 
Karya yang sangat luar biasa cuma mau bilang karya Ka alffy rev dan team.Harus banget Trending",,1
"Guardian Nusantara, Nusantara Baru Indonesia Maju, Dirgahayu 79 Tahun Republik Indonesia ❤",,1
"Karya yang luar biasa bang, terima kasih bang alfi 🔥🇲🇨☕❤️",,1
Luar biasaa❤❤❤❤❤❤,,1
Dirgahayu RI 79 🇮🇩,,1
